date,value,agency,anomaly
2021-09-13,300,CCC,1
2021-09-13,114,BBB,1
2021-09-13,195,AAA,1
2021-09-14,100,BBB,0
2021-09-14,180,AAA,0
2021-09-14,288,CCC,0
2021-09-15,187,AAA,0
2021-09-15,290,CCC,0
2021-09-15,102,BBB,0
2021-09-16,200,AAA,1
2021-09-16,309,CCC,1
2021-09-16,116,BBB,1
2021-09-17,285,CCC,0
2021-09-17,98,BBB,0
2021-09-17,181,AAA,0
2021-09-18,92,BBB,1
2021-09-18,167,AAA,1
2021-09-18,277,CCC,1
2021-09-19,80,BBB,1
2021-09-19,163,AAA,1
2021-09-19,273,CCC,1
2021-09-20,104,BBB,0
2021-09-20,184,AAA,0
2021-09-20,290,CCC,0
2021-09-21,165,AAA,1
2021-09-21,276,CCC,1
2021-09-21,84,BBB,1
2021-09-22,254,CCC,1
2021-09-22,61,BBB,1
2021-09-22,147,AAA,1
2021-09-23,306,CCC,1
2021-09-23,115,BBB,1
2021-09-23,202,AAA,1
2021-09-24,287,CCC,0
2021-09-24,181,AAA,0
2021-09-24,97,BBB,0
2021-09-25,178,AAA,1
2021-09-25,280,CCC,1
2021-09-25,101,BBB,1
2021-09-26,180,AAA,0
2021-09-26,286,CCC,0
2021-09-26,99,BBB,0
2021-09-27,182,AAA,0
2021-09-27,283,CCC,0
2021-09-27,100,BBB,0
2021-09-28,286,CCC,0
2021-09-28,102,BBB,0
2021-09-28,185,AAA,0
2021-09-29,101,BBB,0
2021-09-29,183,AAA,0
2021-09-29,282,CCC,0
2021-09-30,105,BBB,1
2021-09-30,179,AAA,1
2021-09-30,286,CCC,1
2021-10-01,183,AAA,0
2021-10-01,289,CCC,0
2021-10-01,98,BBB,0
2021-10-02,289,CCC,0
2021-10-02,96,BBB,0
2021-10-02,178,AAA,0
2021-10-03,283,CCC,0
2021-10-03,97,BBB,0
2021-10-03,179,AAA,0
2021-10-04,288,CCC,0
2021-10-04,95,BBB,0
2021-10-04,183,AAA,0
2021-10-05,129,BBB,1
2021-10-05,210,AAA,1
2021-10-05,315,CCC,1
2021-10-06,189,AAA,1
2021-10-06,293,CCC,1
2021-10-06,99,BBB,1
2021-10-07,201,AAA,1
2021-10-07,308,CCC,1
2021-10-07,121,BBB,1
2021-10-08,162,AAA,1
2021-10-08,264,CCC,1
2021-10-08,84,BBB,1
2021-10-09,181,AAA,1
2021-10-09,101,BBB,1
2021-10-09,284,CCC,1
2021-10-10,126,BBB,1
2021-10-10,214,AAA,1
2021-10-10,313,CCC,1
2021-10-11,105,BBB,0
2021-10-11,186,AAA,0
2021-10-11,284,CCC,0
2021-10-12,103,BBB,0
2021-10-12,186,AAA,0
2021-10-12,284,CCC,0
2021-10-13,231,AAA,1
2021-10-13,331,CCC,1
2021-10-13,151,BBB,1
2021-10-14,302,CCC,1
2021-10-14,114,BBB,1
2021-10-14,200,AAA,1
2021-10-15,291,CCC,0
2021-10-15,101,BBB,0
2021-10-15,182,AAA,0
2021-10-16,86,BBB,1
2021-10-16,169,AAA,1
2021-10-16,276,CCC,1
2021-10-17,168,AAA,1
2021-10-17,271,CCC,1
2021-10-17,88,BBB,1
2021-10-18,176,AAA,0
2021-10-18,288,CCC,0
2021-10-18,98,BBB,0
2021-10-19,147,AAA,1
2021-10-19,251,CCC,1
2021-10-19,60,BBB,1
2021-10-20,287,CCC,0
2021-10-20,100,BBB,0
2021-10-20,181,AAA,0
2021-10-21,99,BBB,0
2021-10-21,186,AAA,0
2021-10-21,286,CCC,0
2021-10-22,108,BBB,0
2021-10-22,187,AAA,0
2021-10-22,287,CCC,0
2021-10-23,123,BBB,1
2021-10-23,301,CCC,1
2021-10-23,196,AAA,1
2021-10-24,282,CCC,0
2021-10-24,100,BBB,0
2021-10-24,189,AAA,0
2021-10-25,293,CCC,0
2021-10-25,103,BBB,0
2021-10-25,185,AAA,0
2021-10-26,289,CCC,0
2021-10-26,102,BBB,0
2021-10-26,184,AAA,0
2021-10-27,120,BBB,1
2021-10-27,192,AAA,1
2021-10-27,296,CCC,1
2021-10-28,186,AAA,0
2021-10-28,289,CCC,0
2021-10-28,99,BBB,0
2021-10-29,188,AAA,0
2021-10-29,285,CCC,0
2021-10-29,107,BBB,0
2021-10-30,175,AAA,1
2021-10-30,93,BBB,1
2021-10-30,273,CCC,1
2021-10-31,104,BBB,0
2021-10-31,189,AAA,0
2021-10-31,291,CCC,0
2021-11-01,107,BBB,0
2021-11-01,189,AAA,0
2021-11-01,293,CCC,0
2021-11-02,105,BBB,1
2021-11-02,187,AAA,1
2021-11-02,287,CCC,1
2021-11-03,191,AAA,0
2021-11-03,290,CCC,0
2021-11-03,104,BBB,0
2021-11-04,294,CCC,0
2021-11-04,110,BBB,0
2021-11-04,187,AAA,0
2021-11-05,299,CCC,1
2021-11-05,114,BBB,1
2021-11-05,201,AAA,1
2021-11-06,298,CCC,1
2021-11-06,110,BBB,1
2021-11-06,197,AAA,1
2021-11-07,290,CCC,0
2021-11-07,193,AAA,0
2021-11-07,112,BBB,0
2021-11-08,206,AAA,1
2021-11-08,307,CCC,1
2021-11-08,121,BBB,1
2021-11-09,204,AAA,1
2021-11-09,309,CCC,1
2021-11-09,123,BBB,1
2021-11-10,213,AAA,1
2021-11-10,309,CCC,1
2021-11-10,121,BBB,1
2021-11-11,314,CCC,1
2021-11-11,130,BBB,1
2021-11-11,213,AAA,1
2021-11-12,123,BBB,1
2021-11-12,214,AAA,1
2021-11-12,313,CCC,1
2021-11-13,112,BBB,1
2021-11-13,191,AAA,1
2021-11-13,289,CCC,1
2021-11-14,200,AAA,0
2021-11-14,292,CCC,0
2021-11-14,116,BBB,0
2021-11-15,290,CCC,0
2021-11-15,112,BBB,0
2021-11-15,198,AAA,0
2021-11-16,293,CCC,0
2021-11-16,109,BBB,0
2021-11-16,202,AAA,0
2021-11-17,297,CCC,0
2021-11-17,115,BBB,0
2021-11-17,191,AAA,0
2021-11-18,135,BBB,1
2021-11-18,220,AAA,1
2021-11-18,311,CCC,1
2021-11-19,195,AAA,1
2021-11-19,291,CCC,1
2021-11-19,108,BBB,1
2021-11-20,183,AAA,1
2021-11-20,281,CCC,1
2021-11-20,101,BBB,1
2021-11-21,199,AAA,0
2021-11-21,121,BBB,0
2021-11-21,294,CCC,0
2021-11-22,108,BBB,1
2021-11-22,189,AAA,1
2021-11-22,290,CCC,1
2021-11-23,124,BBB,0
2021-11-23,201,AAA,0
2021-11-23,299,CCC,0
2021-11-24,111,BBB,0
2021-11-24,206,AAA,0
2021-11-24,296,CCC,0
2021-11-25,208,AAA,0
2021-11-25,296,CCC,0
2021-11-25,120,BBB,0
2021-11-26,282,CCC,1
2021-11-26,101,BBB,1
2021-11-26,182,AAA,1
2021-11-27,284,CCC,1
2021-11-27,105,BBB,1
2021-11-27,188,AAA,1
2021-11-28,85,BBB,1
2021-11-28,168,AAA,1
2021-11-28,266,CCC,1
2021-11-29,226,AAA,1
2021-11-29,320,CCC,1
2021-11-29,138,BBB,1
2021-11-30,211,AAA,0
2021-11-30,304,CCC,0
2021-11-30,123,BBB,0
2021-12-01,209,AAA,0
2021-12-01,303,CCC,0
2021-12-01,123,BBB,0
2021-12-02,305,CCC,0
2021-12-02,128,BBB,0
2021-12-02,210,AAA,0
2021-12-03,126,BBB,0
2021-12-03,215,AAA,0
2021-12-03,309,CCC,0
2021-12-04,140,BBB,1
2021-12-04,224,AAA,1
2021-12-04,315,CCC,1
2021-12-05,124,BBB,0
2021-12-05,208,AAA,0
2021-12-05,308,CCC,0
2021-12-06,131,BBB,0
2021-12-06,309,CCC,0
2021-12-06,218,AAA,0
2021-12-07,312,CCC,0
2021-12-07,126,BBB,0
2021-12-07,217,AAA,0
2021-12-08,299,CCC,1
2021-12-08,124,BBB,1
2021-12-08,203,AAA,1
2021-12-09,307,CCC,0
2021-12-09,130,BBB,0
2021-12-09,218,AAA,0
2021-12-10,131,BBB,0
2021-12-10,215,AAA,0
2021-12-10,311,CCC,0
2021-12-11,232,AAA,1
2021-12-11,330,CCC,1
2021-12-11,151,BBB,1
2021-12-12,231,AAA,1
2021-12-12,325,CCC,1
2021-12-12,145,BBB,1
2021-12-13,316,CCC,0
2021-12-13,136,BBB,0
2021-12-13,222,AAA,0
2021-12-14,134,BBB,0
2021-12-14,222,AAA,0
2021-12-14,310,CCC,0
2021-12-15,107,BBB,1
2021-12-15,193,AAA,1
2021-12-15,283,CCC,1
2021-12-16,120,BBB,1
2021-12-16,207,AAA,1
2021-12-16,298,CCC,1
2021-12-17,228,AAA,0
2021-12-17,318,CCC,0
2021-12-17,140,BBB,0
2021-12-18,337,CCC,1
2021-12-18,160,BBB,1
2021-12-18,247,AAA,1
2021-12-19,318,CCC,0
2021-12-19,134,BBB,0
2021-12-19,226,AAA,0
2021-12-20,317,CCC,0
2021-12-20,141,BBB,0
2021-12-20,225,AAA,0
2021-12-21,338,CCC,1
2021-12-21,245,AAA,1
2021-12-21,165,BBB,1
2021-12-22,222,AAA,0
2021-12-22,316,CCC,0
2021-12-22,144,BBB,0
2021-12-23,229,AAA,0
2021-12-23,319,CCC,0
2021-12-23,150,BBB,0
2021-12-24,228,AAA,0
2021-12-24,323,CCC,0
2021-12-24,141,BBB,0
2021-12-25,323,CCC,0
2021-12-25,145,BBB,0
2021-12-25,228,AAA,0
2021-12-26,147,BBB,0
2021-12-26,231,AAA,0
2021-12-26,321,CCC,0
2021-12-27,144,BBB,0
2021-12-27,226,AAA,0
2021-12-27,321,CCC,0
2021-12-28,143,BBB,0
2021-12-28,322,CCC,0
2021-12-28,233,AAA,0
2021-12-29,323,CCC,0
2021-12-29,154,BBB,0
2021-12-29,235,AAA,0
2021-12-30,326,CCC,1
2021-12-30,152,BBB,1
2021-12-30,230,AAA,1
2021-12-31,330,CCC,0
2021-12-31,151,BBB,0
2021-12-31,240,AAA,0
2022-01-01,151,BBB,0
2022-01-01,238,AAA,0
2022-01-01,331,CCC,0
2022-01-02,242,AAA,0
2022-01-02,325,CCC,0
2022-01-02,152,BBB,0
2022-01-03,240,AAA,0
2022-01-03,330,CCC,0
2022-01-03,154,BBB,0
2022-01-04,259,AAA,1
2022-01-04,348,CCC,1
2022-01-04,175,BBB,1
2022-01-05,245,AAA,0
2022-01-05,152,BBB,0
2022-01-05,331,CCC,0
2022-01-06,155,BBB,0
2022-01-06,245,AAA,0
2022-01-06,328,CCC,0
2022-01-07,154,BBB,0
2022-01-07,248,AAA,0
2022-01-07,330,CCC,0
2022-01-08,192,BBB,1
2022-01-08,282,AAA,1
2022-01-08,373,CCC,1
2022-01-09,255,AAA,1
2022-01-09,345,CCC,1
2022-01-09,168,BBB,1
2022-01-10,354,CCC,1
2022-01-10,179,BBB,1
2022-01-10,262,AAA,1
2022-01-11,351,CCC,1
2022-01-11,177,BBB,1
2022-01-11,262,AAA,1
2022-01-12,160,BBB,0
2022-01-12,249,AAA,0
2022-01-12,334,CCC,0
2022-01-13,243,AAA,1
2022-01-13,319,CCC,1
2022-01-13,150,BBB,1
2022-01-14,253,AAA,0
2022-01-14,338,CCC,0
2022-01-14,165,BBB,0
2022-01-15,243,AAA,1
2022-01-15,331,CCC,1
2022-01-15,164,BBB,1
2022-01-16,339,CCC,0
2022-01-16,165,BBB,0
2022-01-16,253,AAA,0
2022-01-17,162,BBB,0
2022-01-17,250,AAA,0
2022-01-17,338,CCC,0
2022-01-18,168,BBB,0
2022-01-18,251,AAA,0
2022-01-18,341,CCC,0
2022-01-19,165,BBB,0
2022-01-19,346,CCC,0
2022-01-19,250,AAA,0
2022-01-20,323,CCC,1
2022-01-20,147,BBB,1
2022-01-20,234,AAA,1
2022-01-21,325,CCC,1
2022-01-21,150,BBB,1
2022-01-21,237,AAA,1
2022-01-22,341,CCC,0
2022-01-22,172,BBB,0
2022-01-22,260,AAA,0
2022-01-23,149,BBB,1
2022-01-23,242,AAA,1
2022-01-23,325,CCC,1
2022-01-24,242,AAA,1
2022-01-24,326,CCC,1
2022-01-24,151,BBB,1
2022-01-25,228,AAA,1
2022-01-25,314,CCC,1
2022-01-25,140,BBB,1
2022-01-26,348,CCC,0
2022-01-26,168,BBB,0
2022-01-26,259,AAA,0
2022-01-27,185,BBB,1
2022-01-27,275,AAA,1
2022-01-27,366,CCC,1
2022-01-28,168,BBB,0
2022-01-28,262,AAA,0
2022-01-28,349,CCC,0
2022-01-29,177,BBB,0
2022-01-29,256,AAA,0
2022-01-29,350,CCC,0
2022-01-30,260,AAA,0
2022-01-30,349,CCC,0
2022-01-30,173,BBB,0
2022-01-31,328,CCC,1
2022-01-31,154,BBB,1
2022-01-31,242,AAA,1
2022-02-01,352,CCC,0
2022-02-01,177,BBB,0
2022-02-01,268,AAA,0
2022-02-02,349,CCC,0
2022-02-02,180,BBB,0
2022-02-02,260,AAA,0
2022-02-03,353,CCC,0
2022-02-03,268,AAA,0
2022-02-03,174,BBB,0
2022-02-04,285,AAA,1
2022-02-04,366,CCC,1
2022-02-04,190,BBB,1
2022-02-05,248,AAA,1
2022-02-05,331,CCC,1
2022-02-05,163,BBB,1
2022-02-06,266,AAA,0
2022-02-06,350,CCC,0
2022-02-06,181,BBB,0
2022-02-07,354,CCC,0
2022-02-07,177,BBB,0
2022-02-07,264,AAA,0
2022-02-08,179,BBB,0
2022-02-08,271,AAA,0
2022-02-08,352,CCC,0
2022-02-09,158,BBB,1
2022-02-09,252,AAA,1
2022-02-09,334,CCC,1
2022-02-10,272,AAA,0
2022-02-10,354,CCC,0
2022-02-10,184,BBB,0
2022-02-11,378,CCC,1
2022-02-11,206,BBB,1
2022-02-11,291,AAA,1
2022-02-12,357,CCC,0
2022-02-12,185,BBB,0
2022-02-12,268,AAA,0
2022-02-13,347,CCC,1
2022-02-13,174,BBB,1
2022-02-13,261,AAA,1
2022-02-14,186,BBB,0
2022-02-14,275,AAA,0
2022-02-14,357,CCC,0
2022-02-15,272,AAA,0
2022-02-15,355,CCC,0
2022-02-15,183,BBB,0
2022-02-16,283,AAA,1
2022-02-16,366,CCC,1
2022-02-16,195,BBB,1
2022-02-17,242,AAA,1
2022-02-17,157,BBB,1
2022-02-17,330,CCC,1
2022-02-18,175,BBB,1
2022-02-18,266,AAA,1
2022-02-18,344,CCC,1
2022-02-19,187,BBB,0
2022-02-19,278,AAA,0
2022-02-19,359,CCC,0
2022-02-20,194,BBB,1
2022-02-20,291,AAA,1
2022-02-20,371,CCC,1
2022-02-21,273,AAA,1
2022-02-21,358,CCC,1
2022-02-21,193,BBB,1
2022-02-22,376,CCC,1
2022-02-22,201,BBB,1
2022-02-22,297,AAA,1
2022-02-23,329,CCC,1
2022-02-23,151,BBB,1
2022-02-23,250,AAA,1
2022-02-24,368,CCC,0
2022-02-24,283,AAA,0
2022-02-24,188,BBB,0
2022-02-25,310,AAA,1
2022-02-25,392,CCC,1
2022-02-25,220,BBB,1
2022-02-26,281,AAA,0
2022-02-26,365,CCC,0
2022-02-26,197,BBB,0
2022-02-27,282,AAA,0
2022-02-27,364,CCC,0
2022-02-27,190,BBB,0
2022-02-28,365,CCC,1
2022-02-28,194,BBB,1
2022-02-28,280,AAA,1
2022-03-01,193,BBB,0
2022-03-01,279,AAA,0
2022-03-01,366,CCC,0
2022-03-02,151,BBB,1
2022-03-02,246,AAA,1
2022-03-02,322,CCC,1
2022-03-03,208,BBB,1
2022-03-03,297,AAA,1
2022-03-03,379,CCC,1
2022-03-04,193,BBB,0
2022-03-04,365,CCC,0
2022-03-04,286,AAA,0
2022-03-05,375,CCC,1
2022-03-05,207,BBB,1
2022-03-05,296,AAA,1
2022-03-06,361,CCC,1
2022-03-06,192,BBB,1
2022-03-06,276,AAA,1
2022-03-07,368,CCC,1
2022-03-07,199,BBB,1
2022-03-07,282,AAA,1
2022-03-08,193,BBB,0
2022-03-08,283,AAA,0
2022-03-08,365,CCC,0
2022-03-09,288,AAA,0
2022-03-09,363,CCC,0
2022-03-09,197,BBB,0
2022-03-10,284,AAA,0
2022-03-10,364,CCC,0
2022-03-10,194,BBB,0
2022-03-11,365,CCC,0
2022-03-11,193,BBB,0
2022-03-11,287,AAA,0
2022-03-12,216,BBB,1
2022-03-12,296,AAA,1
2022-03-12,382,CCC,1
2022-03-13,191,BBB,0
2022-03-13,287,AAA,0
2022-03-13,367,CCC,0
2022-03-14,213,BBB,1
2022-03-14,304,AAA,1
2022-03-14,384,CCC,1
2022-03-15,291,AAA,0
2022-03-15,366,CCC,0
2022-03-15,198,BBB,0
2022-03-16,379,CCC,1
2022-03-16,210,BBB,1
2022-03-16,302,AAA,1
2022-03-17,366,CCC,0
2022-03-17,198,BBB,0
2022-03-17,290,AAA,0
2022-03-18,365,CCC,0
2022-03-18,294,AAA,0
2022-03-18,194,BBB,0
2022-03-19,277,AAA,1
2022-03-19,346,CCC,1
2022-03-19,181,BBB,1
2022-03-20,293,AAA,0
2022-03-20,367,CCC,0
2022-03-20,196,BBB,0
2022-03-21,183,BBB,1
2022-03-21,351,CCC,1
2022-03-21,273,AAA,1
2022-03-22,330,CCC,1
2022-03-22,247,AAA,1
2022-03-22,157,BBB,1
2022-03-23,309,AAA,1
2022-03-23,390,CCC,1
2022-03-23,221,BBB,1
2022-03-24,219,BBB,1
2022-03-24,312,AAA,1
2022-03-24,393,CCC,1
2022-03-25,197,BBB,0
2022-03-25,365,CCC,0
2022-03-25,288,AAA,0
2022-03-26,371,CCC,0
2022-03-26,199,BBB,0
2022-03-26,288,AAA,0
2022-03-27,350,CCC,1
2022-03-27,178,BBB,1
2022-03-27,271,AAA,1
2022-03-28,367,CCC,0
2022-03-28,200,BBB,0
2022-03-28,292,AAA,0
2022-03-29,180,BBB,1
2022-03-29,266,AAA,1
2022-03-29,346,CCC,1
2022-03-30,291,AAA,0
2022-03-30,366,CCC,0
2022-03-30,201,BBB,0
2022-03-31,311,AAA,1
2022-03-31,387,CCC,1
2022-03-31,220,BBB,1
2022-04-01,306,AAA,1
2022-04-01,375,CCC,1
2022-04-01,205,BBB,1
2022-04-02,281,AAA,1
2022-04-02,196,BBB,1
2022-04-02,359,CCC,1
2022-04-03,193,BBB,0
2022-04-03,294,AAA,0
2022-04-03,367,CCC,0
2022-04-04,211,BBB,1
2022-04-04,304,AAA,1
2022-04-04,385,CCC,1
2022-04-05,199,BBB,0
2022-04-05,289,AAA,0
2022-04-05,366,CCC,0
2022-04-06,280,AAA,1
2022-04-06,349,CCC,1
2022-04-06,188,BBB,1
2022-04-07,350,CCC,1
2022-04-07,182,BBB,1
2022-04-07,276,AAA,1
2022-04-08,344,CCC,1
2022-04-08,179,BBB,1
2022-04-08,271,AAA,1
2022-04-09,210,BBB,1
2022-04-09,302,AAA,1
2022-04-09,375,CCC,1
2022-04-10,290,AAA,0
2022-04-10,363,CCC,0
2022-04-10,201,BBB,0
2022-04-11,306,AAA,1
2022-04-11,385,CCC,1
2022-04-11,208,BBB,1
2022-04-12,307,AAA,1
2022-04-12,381,CCC,1
2022-04-12,212,BBB,1
2022-04-13,367,CCC,0
2022-04-13,196,BBB,0
2022-04-13,289,AAA,0
2022-04-14,202,BBB,0
2022-04-14,293,AAA,0
2022-04-14,364,CCC,0
2022-04-15,182,BBB,1
2022-04-15,273,AAA,1
2022-04-15,347,CCC,1
2022-04-16,180,BBB,1
2022-04-16,343,CCC,1
2022-04-16,272,AAA,1
2022-04-17,346,CCC,1
2022-04-17,186,BBB,1
2022-04-17,281,AAA,1
2022-04-18,373,CCC,1
2022-04-18,211,BBB,1
2022-04-18,294,AAA,1
2022-04-19,344,CCC,1
2022-04-19,178,BBB,1
2022-04-19,266,AAA,1
2022-04-20,190,BBB,1
2022-04-20,274,AAA,1
2022-04-20,351,CCC,1
2022-04-21,286,AAA,0
2022-04-21,367,CCC,0
2022-04-21,194,BBB,0
2022-04-22,274,AAA,1
2022-04-22,342,CCC,1
2022-04-22,177,BBB,1
2022-04-23,280,AAA,0
2022-04-23,200,BBB,0
2022-04-23,361,CCC,0
2022-04-24,189,BBB,0
2022-04-24,289,AAA,0
2022-04-24,361,CCC,0
2022-04-25,193,BBB,0
2022-04-25,283,AAA,0
2022-04-25,363,CCC,0
2022-04-26,214,BBB,1
2022-04-26,304,AAA,1
2022-04-26,378,CCC,1
2022-04-27,306,AAA,1
2022-04-27,382,CCC,1
2022-04-27,213,BBB,1
2022-04-28,367,CCC,0
2022-04-28,196,BBB,0
2022-04-28,289,AAA,0
2022-04-29,361,CCC,0
2022-04-29,188,BBB,0
2022-04-29,286,AAA,0
2022-04-30,360,CCC,0
2022-04-30,191,BBB,0
2022-04-30,285,AAA,0
2022-05-01,332,CCC,1
2022-05-01,259,AAA,1
2022-05-01,175,BBB,1
2022-05-02,307,AAA,1
2022-05-02,377,CCC,1
2022-05-02,205,BBB,1
2022-05-03,286,AAA,0
2022-05-03,361,CCC,0
2022-05-03,195,BBB,0
2022-05-04,286,AAA,0
2022-05-04,361,CCC,0
2022-05-04,193,BBB,0
2022-05-05,358,CCC,0
2022-05-05,188,BBB,0
2022-05-05,287,AAA,0
2022-05-06,192,BBB,0
2022-05-06,283,AAA,0
2022-05-06,352,CCC,0
2022-05-07,183,BBB,1
2022-05-07,274,AAA,1
2022-05-07,342,CCC,1
2022-05-08,272,AAA,1
2022-05-08,338,CCC,1
2022-05-08,178,BBB,1
2022-05-09,354,CCC,0
2022-05-09,191,BBB,0
2022-05-09,278,AAA,0
2022-05-10,351,CCC,0
2022-05-10,184,BBB,0
2022-05-10,283,AAA,0
2022-05-11,345,CCC,1
2022-05-11,185,BBB,1
2022-05-11,278,AAA,1
2022-05-12,182,BBB,1
2022-05-12,272,AAA,1
2022-05-12,336,CCC,1
2022-05-13,313,AAA,1
2022-05-13,378,CCC,1
2022-05-13,219,BBB,1
2022-05-14,285,AAA,0
2022-05-14,351,CCC,0
2022-05-14,187,BBB,0
2022-05-15,245,AAA,1
2022-05-15,155,BBB,1
2022-05-15,318,CCC,1
2022-05-16,164,BBB,1
2022-05-16,257,AAA,1
2022-05-16,326,CCC,1
2022-05-17,187,BBB,0
2022-05-17,275,AAA,0
2022-05-17,343,CCC,0
2022-05-18,196,BBB,1
2022-05-18,297,AAA,1
2022-05-18,359,CCC,1
2022-05-19,258,AAA,1
2022-05-19,324,CCC,1
2022-05-19,162,BBB,1
2022-05-20,326,CCC,1
2022-05-20,164,BBB,1
2022-05-20,253,AAA,1
2022-05-21,362,CCC,1
2022-05-21,204,BBB,1
2022-05-21,291,AAA,1
2022-05-22,181,BBB,0
2022-05-22,276,AAA,0
2022-05-22,338,CCC,0
2022-05-23,270,AAA,0
2022-05-23,344,CCC,0
2022-05-23,181,BBB,0
2022-05-24,277,AAA,1
2022-05-24,344,CCC,1
2022-05-24,181,BBB,1
2022-05-25,276,AAA,0
2022-05-25,345,CCC,0
2022-05-25,183,BBB,0
2022-05-26,340,CCC,0
2022-05-26,181,BBB,0
2022-05-26,274,AAA,0
2022-05-27,175,BBB,0
2022-05-27,269,AAA,0
2022-05-27,344,CCC,0
2022-05-28,174,BBB,0
2022-05-28,267,AAA,0
2022-05-28,334,CCC,0
2022-05-29,173,BBB,1
2022-05-29,270,AAA,1
2022-05-29,339,CCC,1
2022-05-30,142,BBB,1
2022-05-30,304,CCC,1
2022-05-30,238,AAA,1
2022-05-31,340,CCC,0
2022-05-31,176,BBB,0
2022-05-31,266,AAA,0
2022-06-01,336,CCC,0
2022-06-01,174,BBB,0
2022-06-01,269,AAA,0
2022-06-02,332,CCC,0
2022-06-02,173,BBB,0
2022-06-02,268,AAA,0
2022-06-03,152,BBB,1
2022-06-03,249,AAA,1
2022-06-03,315,CCC,1
2022-06-04,273,AAA,0
2022-06-04,334,CCC,0
2022-06-04,170,BBB,0
2022-06-05,260,AAA,0
2022-06-05,334,CCC,0
2022-06-05,170,BBB,0
2022-06-06,330,CCC,0
2022-06-06,178,BBB,0
2022-06-06,268,AAA,0
2022-06-07,175,BBB,1
2022-06-07,265,AAA,1
2022-06-07,331,CCC,1
2022-06-08,159,BBB,1
2022-06-08,255,AAA,1
2022-06-08,322,CCC,1
2022-06-09,164,BBB,0
2022-06-09,263,AAA,0
2022-06-09,329,CCC,0
2022-06-10,264,AAA,0
2022-06-10,330,CCC,0
2022-06-10,165,BBB,0
2022-06-11,329,CCC,0
2022-06-11,167,BBB,0
2022-06-11,258,AAA,0
2022-06-12,329,CCC,0
2022-06-12,170,BBB,0
2022-06-12,264,AAA,0
2022-06-13,331,CCC,0
2022-06-13,260,AAA,0
2022-06-13,166,BBB,0
2022-06-14,253,AAA,1
2022-06-14,315,CCC,1
2022-06-14,155,BBB,1
2022-06-15,274,AAA,1
2022-06-15,332,CCC,1
2022-06-15,178,BBB,1
2022-06-16,258,AAA,0
2022-06-16,321,CCC,0
2022-06-16,160,BBB,0
2022-06-17,321,CCC,0
2022-06-17,166,BBB,0
2022-06-17,260,AAA,0
2022-06-18,149,BBB,1
2022-06-18,248,AAA,1
2022-06-18,311,CCC,1
2022-06-19,175,BBB,1
2022-06-19,270,AAA,1
2022-06-19,335,CCC,1
2022-06-20,147,BBB,1
2022-06-20,302,CCC,1
2022-06-20,241,AAA,1
2022-06-21,323,CCC,0
2022-06-21,156,BBB,0
2022-06-21,250,AAA,0
2022-06-22,323,CCC,0
2022-06-22,158,BBB,0
2022-06-22,254,AAA,0
2022-06-23,318,CCC,0
2022-06-23,159,BBB,0
2022-06-23,248,AAA,0
2022-06-24,155,BBB,0
2022-06-24,250,AAA,0
2022-06-24,317,CCC,0
2022-06-25,249,AAA,0
2022-06-25,313,CCC,0
2022-06-25,154,BBB,0
2022-06-26,266,AAA,1
2022-06-26,334,CCC,1
2022-06-26,168,BBB,1
2022-06-27,236,AAA,1
2022-06-27,299,CCC,1
2022-06-27,136,BBB,1
2022-06-28,253,AAA,1
2022-06-28,162,BBB,1
2022-06-28,321,CCC,1
2022-06-29,149,BBB,0
2022-06-29,250,AAA,0
2022-06-29,308,CCC,0
2022-06-30,144,BBB,0
2022-06-30,249,AAA,0
2022-06-30,312,CCC,0
2022-07-01,312,CCC,0
2022-07-01,246,AAA,0
2022-07-01,153,BBB,0
2022-07-02,247,AAA,0
2022-07-02,151,BBB,0
2022-07-02,310,CCC,0
2022-07-03,130,BBB,1
2022-07-03,232,AAA,1
2022-07-03,291,CCC,1
2022-07-04,301,CCC,1
2022-07-04,147,BBB,1
2022-07-04,245,AAA,1
2022-07-05,162,BBB,1
2022-07-05,256,AAA,1
2022-07-05,324,CCC,1
2022-07-06,241,AAA,1
2022-07-06,304,CCC,1
2022-07-06,148,BBB,1
2022-07-07,241,AAA,0
2022-07-07,302,CCC,0
2022-07-07,144,BBB,0
2022-07-08,257,AAA,1
2022-07-08,327,CCC,1
2022-07-08,164,BBB,1
2022-07-09,320,CCC,1
2022-07-09,163,BBB,1
2022-07-09,257,AAA,1
2022-07-10,157,BBB,1
2022-07-10,257,AAA,1
2022-07-10,317,CCC,1
2022-07-11,164,BBB,1
2022-07-11,255,AAA,1
2022-07-11,324,CCC,1
2022-07-12,142,BBB,0
2022-07-12,296,CCC,0
2022-07-12,236,AAA,0
2022-07-13,295,CCC,0
2022-07-13,235,AAA,0
2022-07-13,139,BBB,0
2022-07-14,316,CCC,1
2022-07-14,253,AAA,1
2022-07-14,163,BBB,1
2022-07-15,280,CCC,1
2022-07-15,216,AAA,1
2022-07-15,122,BBB,1
2022-07-16,292,CCC,0
2022-07-16,142,BBB,0
2022-07-16,237,AAA,0
2022-07-17,308,CCC,1
2022-07-17,149,BBB,1
2022-07-17,249,AAA,1
2022-07-18,123,BBB,1
2022-07-18,278,CCC,1
2022-07-18,220,AAA,1
2022-07-19,124,BBB,1
2022-07-19,282,CCC,1
2022-07-19,224,AAA,1
2022-07-20,148,BBB,1
2022-07-20,311,CCC,1
