date,from_city,to_city,distance_km,load_kg,delivery_time_hr
2021-10-30,"Indianapolis, IN","Fargo, ND",4702.49,628,42.0
2021-08-01,"Lubbock, TX","Chandler, AZ",2162.92,637,24.94
2022-10-16,"Tulsa, OK","Atlanta, GA",833.2,742,12.57
2024-02-02,"Madison, WI","Bronx, NY",3739.46,390,38.71
2020-09-17,"Tulsa, OK","Chicago, IL",639.11,300,7.02
2022-08-20,"Wichita, KS","Stockton, CA",1903.91,281,25.89
2023-03-01,"Victorville, CA","Cleveland, OH",3813.31,63,33.64
2022-09-15,"Salt Lake City, UT","Chattanooga, TN",3493.69,280,44.56
2020-11-26,"Boston, MA","Chesapeake, VA",3969.26,618,33.58
2022-01-09,"Hialeah, FL","Phoenix, AZ",1157.85,551,11.13
2021-11-27,"Jersey City, NJ","Myrtle Beach, SC",395.06,267,3.88
2022-03-09,"Pensacola, FL","Round Lake Beach, IL",2110.77,739,17.78
2021-07-27,"Irvine, CA","Fresno, CA",1633.42,350,20.59
2022-01-10,"Garland, TX","St. Petersburg, FL",3683.59,257,57.84
2023-11-20,"Bakersfield, CA","Las Vegas, NV",1575.04,817,17.55
2021-03-10,"Youngstown, OH","Lincoln, NE",690.26,735,8.29
2022-03-13,"Louisville, KY","Madison, WI",4351.06,565,37.44
2021-01-06,"Bridgeport, CT","Nashville, TN",1539.51,135,19.87
2020-04-08,"Corpus Christi, TX","Cape Coral, FL",4769.25,229,59.24
2023-06-04,"Stockton, CA","Oxnard, CA",271.54,591,3.15
2022-11-24,"Augusta, GA","Anchorage, AK",3211.61,186,32.1
2023-04-10,"Lexington, KY","Madison, WI",1819.61,193,17.8
2023-08-18,"Victorville, CA","Scranton, PA",4532.72,527,45.13
2021-08-15,"Rock Hill, SC","Scranton, PA",1139.67,73,10.47
2020-10-07,"Kansas City, MO","San Antonio, TX",1612.0,430,15.85
2022-11-06,"Ogden, UT","Winter Haven, FL",180.62,144,1.65
2023-10-14,"Fort Wayne, IN","San Jose, CA",4774.36,161,62.49
2020-08-26,"Poughkeepsie, NY","Appleton, WI",4363.05,296,47.18
2022-12-21,"Chesapeake, VA","Scottsdale, AZ",3980.02,220,34.88
2021-06-07,"Sacramento, CA","Poughkeepsie, NY",1908.36,624,25.41
2021-01-12,"Montgomery, AL","Hialeah, FL",4813.79,602,40.42
2021-10-24,"Norfolk, VA","Salt Lake City, UT",1091.21,137,11.33
2022-03-06,"Mesa, AZ","Denton, TX",4830.74,242,43.07
2023-02-26,"Oxnard, CA","Arlington, TX",428.07,154,6.4
2020-11-24,"Memphis, TN","Detroit, MI",2172.92,259,29.65
2023-04-17,"Enterprise, NV","Minneapolis, MN",3168.1,885,48.74
2022-12-29,"Aguadilla, PR","Fargo, ND",540.78,874,8.69
2020-06-23,"Charleston, SC","Gulfport, MS",4957.63,450,41.52
2020-09-04,"Round Lake Beach, IL","Newark, NJ",1550.3,638,21.42
2020-04-03,"Indio, CA","Syracuse, NY",1366.42,884,14.98
2021-02-05,"Allentown, PA","Pittsburgh, PA",980.15,230,9.84
2022-05-20,"Santa Ana, CA","Montgomery, AL",1083.67,533,14.37
2023-01-29,"Lansing, MI","San Juan, PR",4622.73,687,48.8
2023-12-18,"Winston-Salem, NC","Fargo, ND",4931.35,501,46.75
2020-10-22,"Spokane, WA","Queens, NY",487.22,975,6.23
2020-09-20,"Seattle, WA","Lancaster, PA",1777.48,508,15.4
2021-04-18,"Concord, NC","Aurora, CO",1890.72,549,18.82
2022-11-06,"Killeen, TX","Springfield, MO",3262.15,678,33.04
2020-10-24,"Davenport, IA","Pittsburgh, PA",3152.22,765,37.1
2020-07-05,"Fayetteville, AR","Dayton, OH",4318.09,569,51.5
2023-03-20,"Brooklyn, NY","Rockford, IL",1229.62,699,15.41
2022-03-25,"Wilmington, NC","Poughkeepsie, NY",3676.9,346,49.64
2023-04-29,"Ann Arbor, MI","Fayetteville, AR",4220.8,123,39.72
2022-05-02,"El Paso, TX","Corpus Christi, TX",4748.68,679,49.6
2020-06-07,"Portland, OR","Salem, OR",4304.23,412,41.04
2023-05-31,"Los Angeles, CA","Trenton, NJ",2660.55,877,36.03
2021-10-17,"Harrisburg, PA","Charlotte, NC",4317.88,431,37.99
2020-07-21,"Deltona, FL","Scottsdale, AZ",2706.35,426,40.9
2023-03-22,"Lancaster, PA","Colorado Springs, CO",1944.19,268,17.13
2023-01-03,"Fargo, ND","Fayetteville, NC",3102.58,620,41.91
2023-12-06,"Hartford, CT","Arlington, TX",3965.25,691,35.15
2023-04-12,"Green Bay, WI","Philadelphia, PA",4150.17,742,48.15
2021-08-08,"Indianapolis, IN","Salt Lake City, UT",4149.21,161,61.95
2023-04-25,"Nashua, NH","Anaheim, CA",2597.38,953,25.74
2023-02-19,"Fort Worth, TX","Charlotte, NC",786.09,662,11.86
2020-07-17,"San Jose, CA","Canton, OH",2989.33,249,30.2
2022-11-22,"Omaha, NE","New Orleans, LA",4835.37,465,54.01
2023-02-15,"Eugene, OR","Columbus, GA",1184.62,651,11.98
2020-10-10,"Buffalo, NY","York, PA",658.18,257,5.72
2020-07-21,"Louisville, KY","Appleton, WI",1151.89,616,11.21
2024-01-19,"Minneapolis, MN","Green Bay, WI",1668.51,771,17.35
2021-11-08,"Irving, TX","Scottsdale, AZ",460.07,226,4.66
2020-01-19,"Lafayette, LA","Seattle, WA",3299.72,652,32.3
2022-04-02,"Kennewick, WA","Minneapolis, MN",3947.32,695,46.82
2022-12-03,"Wichita, KS","Staten Island, NY",4416.5,974,48.84
2022-01-16,"Jackson, MS","El Paso, TX",3287.77,140,37.86
2021-03-06,"Indio, CA","Austin, TX",3235.55,102,27.11
2022-03-12,"Aguadilla, PR","Salt Lake City, UT",4662.45,402,59.58
2022-08-21,"Green Bay, WI","Toledo, OH",1965.72,950,20.09
2022-02-04,"Houston, TX","Irving, TX",3936.26,962,41.92
2022-06-14,"St. Petersburg, FL","Wilmington, NC",2052.01,229,21.58
2023-10-08,"Reno, NV","Winter Haven, FL",3725.63,83,41.42
2023-07-07,"Harrisburg, PA","St. Paul, MN",3892.92,536,32.95
2023-05-07,"Columbus, OH","Provo, UT",246.97,528,2.08
2020-01-20,"Tampa, FL","Houston, TX",3997.22,724,35.12
2021-08-22,"Baton Rouge, LA","Lincoln, NE",927.97,637,15.25
2022-01-21,"Newark, NJ","Rochester, NY",4437.72,617,64.51
2020-05-17,"Charlotte, NC","Kissimmee, FL",4046.64,817,40.45
2023-05-28,"Antioch, CA","St. Louis, MO",4758.44,716,62.21
2022-01-21,"San Jose, CA","Phoenix, AZ",893.61,537,8.22
2020-01-24,"Boise, ID","Round Lake Beach, IL",1886.75,54,17.58
2022-03-23,"Rockford, IL","Hialeah, FL",829.77,726,10.85
2022-12-23,"Hialeah, FL","North Las Vegas, NV",1841.84,86,25.73
2021-09-25,"Irving, TX","Manhattan, NY",651.71,157,7.74
2023-09-22,"Corpus Christi, TX","Madison, WI",2721.06,709,34.89
2021-11-11,"Los Angeles, CA","San Jose, CA",363.78,148,4.5
2023-03-20,"Denver, CO","Kennewick, WA",1192.38,559,14.12
2023-10-15,"Rock Hill, SC","Miami, FL",4899.43,729,47.59
2023-05-23,"Green Bay, WI","Tallahassee, FL",2843.64,491,25.86
2020-07-15,"Plano, TX","Jacksonville, FL",2635.55,377,23.43
2021-07-03,"Boise, ID","Jackson, MS",3948.12,412,56.39
2021-05-18,"Jacksonville, FL","Savannah, GA",1542.63,848,19.22
2024-02-05,"Augusta, GA","Tucson, AZ",609.62,344,6.12
2021-06-06,"Tallahassee, FL","Greenville, SC",4056.01,772,41.43
2023-04-03,"Green Bay, WI","Savannah, GA",4601.81,630,75.15
2022-10-02,"Baltimore, MD","Miami, FL",3904.49,706,34.78
2023-05-09,"Shreveport, LA","Riverside, CA",2916.8,371,36.09
2023-12-17,"Dayton, OH","Tucson, AZ",4383.85,532,44.31
2021-12-15,"Bridgeport, CT","Eugene, OR",1754.18,179,21.88
2023-12-05,"Denton, TX","Gilbert, AZ",4745.96,250,41.03
2022-07-21,"Savannah, GA","Dayton, OH",2023.68,908,18.56
2023-09-07,"Cleveland, OH","Durham, NC",4166.49,746,49.5
2021-07-08,"Enterprise, NV","Lakeland, FL",3337.37,63,46.11
2023-04-12,"Glendale, AZ","Jersey City, NJ",871.13,862,7.74
2022-08-20,"Toledo, OH","San Antonio, TX",3723.7,286,47.63
2021-12-09,"Boston, MA","Providence, RI",1943.34,646,26.46
2022-06-14,"Toledo, OH","Lafayette, LA",3826.74,923,37.42
2022-12-16,"Memphis, TN","San Diego, CA",3310.48,222,46.79
2021-11-19,"Washington, DC","Wichita, KS",3353.87,516,51.83
2020-08-01,"Glendale, AZ","Rockford, IL",2909.16,109,48.15
2022-01-09,"Scranton, PA","Miami, FL",972.24,822,10.15
2021-01-06,"Aguadilla, PR","Concord, NC",565.45,739,4.85
2020-09-28,"Denton, TX","Harrisburg, PA",331.96,541,4.38
2022-04-05,"Corpus Christi, TX","San Diego, CA",3999.98,572,40.4
2022-12-29,"Fort Wayne, IN","Baltimore, MD",3443.52,755,42.47
2020-09-16,"Lakeland, FL","Fort Wayne, IN",588.78,333,6.87
2022-01-17,"Wichita, KS","New Orleans, LA",1112.84,925,10.05
2020-07-06,"Orlando, FL","York, PA",1224.28,854,18.8
2023-05-26,"Raleigh, NC","Miami, FL",2938.39,770,33.58
2023-07-24,"Columbus, GA","Boston, MA",4107.64,574,54.34
2020-09-23,"Nashville, TN","Deltona, FL",1896.19,759,27.52
2023-03-23,"Greensboro, NC","Youngstown, OH",4072.07,145,37.37
2022-04-06,"Savannah, GA","Chicago, IL",438.23,478,6.41
2021-04-18,"Harrisburg, PA","Anaheim, CA",2491.34,865,32.04
2022-01-29,"Canton, OH","Cape Coral, FL",1693.08,502,14.47
2023-08-28,"Flint, MI","Appleton, WI",1219.48,148,18.37
2024-01-17,"Palm Bay, FL","Bonita Springs, FL",3236.34,453,28.62
2022-01-22,"Columbus, OH","Indianapolis, IN",3677.32,477,33.79
2022-12-28,"Pittsburgh, PA","Providence, RI",2971.98,268,40.79
2020-01-29,"Gulfport, MS","York, PA",1091.19,280,17.31
2022-04-02,"Fresno, CA","Toledo, OH",2854.94,339,31.85
2021-10-21,"St. Paul, MN","North Las Vegas, NV",1338.24,564,14.59
2023-12-05,"Little Rock, AR","Allentown, PA",1910.2,841,16.21
2021-06-12,"Round Lake Beach, IL","Greensboro, NC",2005.92,806,17.43
2021-09-03,"Rockford, IL","Augusta, GA",485.01,658,4.75
2020-09-05,"Grand Rapids, MI","Nashville, TN",1757.63,148,26.66
2023-06-27,"Los Angeles, CA","Santa Rosa, CA",3023.45,89,36.8
2021-02-05,"San Diego, CA","Lexington, KY",4539.48,848,71.63
2020-12-08,"Reno, NV","Spokane, WA",1539.74,732,13.65
2022-12-30,"Chula Vista, CA","St. Petersburg, FL",3811.98,595,60.55
2023-08-17,"Hialeah, FL","Indio, CA",4584.44,989,39.89
2020-05-01,"Queens, NY","Tulsa, OK",308.96,478,3.47
2020-08-30,"Bronx, NY","San Diego, CA",679.03,600,7.04
2022-11-19,"Little Rock, AR","Minneapolis, MN",4481.57,433,40.75
2020-12-02,"Honolulu, HI","Victorville, CA",1256.79,399,16.15
2020-05-01,"Tampa, FL","Miami, FL",4265.1,395,36.39
2023-10-01,"Glendale, AZ","Birmingham, AL",2743.36,338,27.35
2023-03-25,"Reading, PA","Allentown, PA",1284.86,792,15.67
2022-09-23,"Bremerton, WA","Grand Rapids, MI",791.96,598,6.74
2021-02-02,"Sacramento, CA","Chula Vista, CA",1635.06,792,16.95
2023-01-31,"Springfield, MA","Louisville, KY",2395.83,216,24.01
2020-01-09,"Allentown, PA","Cleveland, OH",3004.69,252,32.55
2021-12-01,"Myrtle Beach, SC","Flint, MI",1109.73,986,11.26
2022-05-21,"Victorville, CA","Columbus, GA",200.78,523,2.33
2022-10-07,"Augusta, GA","Port St. Lucie, FL",4574.45,828,46.56
2020-05-13,"Oakland, CA","Knoxville, TN",3483.46,858,30.17
2022-11-27,"Round Lake Beach, IL","Richmond, VA",2036.34,542,30.49
2020-07-10,"Reno, NV","Peoria, IL",2440.32,756,20.63
2023-10-06,"Colorado Springs, CO","Omaha, NE",656.41,735,6.27
2023-11-20,"Milwaukee, WI","Louisville, KY",4512.35,653,43.54
2021-10-26,"Seattle, WA","McAllen, TX",2618.74,973,23.86
2022-10-29,"Poughkeepsie, NY","Greenville, SC",535.25,167,5.11
2023-08-04,"Savannah, GA","Baltimore, MD",1449.22,380,20.02
2020-12-24,"Lafayette, LA","Spokane, WA",3728.59,567,33.95
2021-07-25,"Dayton, OH","Chandler, AZ",4126.7,171,43.55
2020-08-08,"Lubbock, TX","Columbus, OH",3295.93,978,47.41
2023-04-14,"Miami, FL","Fort Wayne, IN",2485.83,696,33.03
2021-12-11,"Arlington, TX","Memphis, TN",4765.14,542,43.94
2021-04-02,"Salem, OR","Rockford, IL",2690.74,316,23.04
2022-01-19,"Tucson, AZ","Richmond, VA",427.15,677,4.48
2023-01-21,"Henderson, NV","Lakeland, FL",1519.33,92,18.17
2022-01-16,"Birmingham, AL","Poughkeepsie, NY",304.09,389,4.84
2021-07-23,"Indianapolis, IN","Fargo, ND",1423.42,519,22.67
2022-11-29,"Indio, CA","Arlington, VA",219.28,323,2.17
2022-08-26,"Asheville, NC","Chandler, AZ",4710.32,122,54.85
2023-03-27,"Provo, UT","Syracuse, NY",3023.56,311,27.34
2021-12-05,"Staten Island, NY","Green Bay, WI",3221.49,120,52.07
2021-04-05,"Birmingham, AL","Buffalo, NY",563.1,606,5.4
2020-12-02,"Appleton, WI","Columbia, SC",3552.16,193,42.28
2020-07-17,"Newark, NJ","Columbia, SC",2920.7,736,31.36
2022-01-22,"Denver, CO","Washington, DC",3941.52,210,40.32
2020-05-05,"Port St. Lucie, FL","Minneapolis, MN",973.61,767,9.91
2021-03-10,"Salem, OR","Miami, FL",4996.97,317,67.91
2020-01-12,"Albany, NY","Portland, OR",2545.09,264,23.53
2020-03-23,"Nashua, NH","San Antonio, TX",2218.49,584,22.4
2021-04-10,"Baltimore, MD","Shreveport, LA",2755.67,821,28.48
2021-03-22,"Kissimmee, FL","Buffalo, NY",1483.67,892,16.88
2021-06-03,"Fayetteville, NC","Riverside, CA",4533.42,610,58.17
2022-03-20,"Ann Arbor, MI","Birmingham, AL",1716.76,648,22.87
2022-09-24,"Minneapolis, MN","Flint, MI",2806.97,86,46.32
2021-08-16,"Albany, NY","Fayetteville, NC",2092.1,763,26.08
2020-08-21,"Norfolk, VA","Syracuse, NY",3939.55,510,64.57
2022-02-05,"Columbia, SC","Laredo, TX",991.48,88,12.6
2022-09-18,"Canton, OH","Columbus, GA",4325.1,568,54.03
2020-12-03,"Tucson, AZ","Aguadilla, PR",4193.05,424,39.38
2021-12-27,"Dayton, OH","Wilmington, NC",2328.26,878,31.49
2020-06-07,"Springfield, MA","Indio, CA",2052.03,952,17.92
2022-06-26,"Round Lake Beach, IL","Appleton, WI",3785.53,388,42.83
2021-03-11,"Worcester, MA","Madison, WI",731.95,170,9.52
2021-10-25,"Fayetteville, AR","Grand Rapids, MI",4138.38,654,59.51
2022-05-06,"Tucson, AZ","Nashua, NH",2643.3,981,28.72
2020-07-30,"Omaha, NE","St. Louis, MO",1246.6,797,17.05
2021-06-03,"Deltona, FL","Henderson, NV",3442.91,350,31.32
2023-12-19,"Washington, DC","Birmingham, AL",3374.6,55,36.5
2021-02-02,"Chesapeake, VA","Tucson, AZ",1943.21,50,20.56
2023-04-10,"Atlanta, GA","Las Vegas, NV",3880.37,478,33.28
2022-08-08,"Orlando, FL","Round Lake Beach, IL",3643.05,630,52.29
2024-01-12,"Arlington, VA","Youngstown, OH",2147.43,891,26.49
2021-08-14,"Austin, TX","Lansing, MI",3339.84,367,52.35
2020-10-13,"Greenville, SC","Syracuse, NY",1073.68,79,9.21
2022-04-16,"Glendale, AZ","St. Paul, MN",4575.95,121,56.38
2022-03-05,"North Las Vegas, NV","Houston, TX",3939.83,771,62.51
2023-11-10,"Mission Viejo, CA","Harrisburg, PA",2437.84,637,36.65
2022-09-29,"San Francisco, CA","Chicago, IL",158.79,656,1.99
2021-09-29,"Ogden, UT","Pittsburgh, PA",2807.96,546,30.13
2023-09-13,"Rochester, NY","Appleton, WI",841.84,235,7.3
2023-03-23,"Chesapeake, VA","Detroit, MI",612.51,412,7.43
2023-04-28,"Jacksonville, FL","Lancaster, PA",4524.65,312,52.2
2020-10-01,"San Francisco, CA","Indianapolis, IN",4609.47,401,40.92
2023-08-22,"Augusta, GA","Portland, OR",4803.89,274,61.54
2023-08-13,"Chattanooga, TN","Modesto, CA",909.82,143,8.05
2023-05-15,"Raleigh, NC","Fort Worth, TX",864.96,90,8.4
2023-06-03,"Augusta, GA","Fresno, CA",2038.39,871,25.32
2021-07-29,"York, PA","Stockton, CA",2851.29,533,30.14
2023-08-06,"Fort Wayne, IN","Hartford, CT",2697.47,906,28.99
2021-07-17,"Appleton, WI","Queens, NY",3493.86,983,53.3
2023-07-25,"Winston-Salem, NC","Memphis, TN",3301.13,754,48.77
2022-06-30,"Rock Hill, SC","Rockford, IL",2607.76,918,41.17
2021-04-20,"St. Louis, MO","Anaheim, CA",3316.68,513,37.15
2022-12-20,"Bonita Springs, FL","Charleston, SC",1564.68,299,17.05
2020-05-22,"Chula Vista, CA","Hialeah, FL",800.12,716,7.37
2022-03-18,"Ogden, UT","San Juan, PR",1461.09,399,21.0
2020-11-12,"Winston-Salem, NC","Rockford, IL",4924.52,983,48.3
2021-07-13,"Worcester, MA","Myrtle Beach, SC",3737.08,628,40.87
2020-11-20,"Little Rock, AR","Worcester, MA",469.53,95,6.37
2023-01-07,"Aguadilla, PR","Columbus, OH",3077.31,584,37.27
2020-08-22,"Fayetteville, AR","Poughkeepsie, NY",158.29,829,2.01
2023-11-04,"Stockton, CA","Richmond, VA",1302.6,929,16.69
2020-02-10,"Stockton, CA","Gilbert, AZ",4133.14,912,36.56
2022-01-14,"Rochester, NY","Hialeah, FL",3402.43,831,35.62
2020-08-03,"Colorado Springs, CO","Anaheim, CA",3222.57,637,30.36
2021-04-13,"Boston, MA","Nashua, NH",3276.39,602,50.58
2022-10-26,"Appleton, WI","Washington, DC",4720.79,231,58.15
2021-09-27,"Tampa, FL","Oakland, CA",4711.95,422,49.74
2022-10-18,"Albany, NY","San Antonio, TX",2269.76,936,24.06
2022-01-12,"San Francisco, CA","St. Petersburg, FL",2806.04,280,37.39
2021-01-28,"Philadelphia, PA","Denver, CO",2324.64,914,20.81
2022-11-05,"Raleigh, NC","Columbus, GA",3751.74,535,34.66
2022-01-01,"Portland, OR","Peoria, IL",2589.04,917,33.82
2020-08-24,"Grand Rapids, MI","Lakeland, FL",1060.67,592,11.44
2021-09-22,"Minneapolis, MN","St. Louis, MO",2628.19,283,27.21
2023-09-09,"Rockford, IL","Columbus, GA",336.14,796,4.3
2024-01-09,"Arlington, VA","Green Bay, WI",4358.67,756,60.21
2022-07-04,"Wichita, KS","Tallahassee, FL",4098.69,671,60.4
2021-01-02,"Portland, OR","Seattle, WA",375.41,251,3.38
2023-11-17,"Des Moines, IA","Raleigh, NC",658.93,175,8.02
2023-02-16,"New Haven, CT","Flint, MI",1943.48,128,22.02
2021-03-12,"Hialeah, FL","Santa Clarita, CA",1729.36,926,21.18
2022-08-23,"Toledo, OH","McAllen, TX",4579.68,641,50.77
2022-02-25,"Lincoln, NE","San Francisco, CA",2357.58,647,22.71
2023-04-21,"Scranton, PA","Tulsa, OK",4105.31,204,38.2
2023-10-19,"San Antonio, TX","Norfolk, VA",4340.44,528,60.45
2022-05-19,"Indianapolis, IN","Norfolk, VA",432.52,984,3.86
2022-10-25,"Mesa, AZ","Lansing, MI",461.85,69,4.53
2022-05-19,"Enterprise, NV","Virginia Beach, VA",4673.24,407,41.72
2021-04-08,"Boston, MA","Eugene, OR",348.21,270,2.91
2022-11-28,"Oxnard, CA","Ann Arbor, MI",395.46,567,4.28
2020-08-05,"Raleigh, NC","Chicago, IL",2654.47,192,24.05
2023-04-30,"Fargo, ND","Fremont, CA",2798.72,980,24.01
2023-11-21,"Kissimmee, FL","Portland, OR",3249.91,474,31.04
2022-06-16,"Queens, NY","Killeen, TX",673.96,389,8.06
2022-01-01,"Asheville, NC","Denton, TX",1210.32,566,13.51
2023-03-07,"Knoxville, TN","Dallas, TX",4119.39,594,48.16
2021-04-24,"Little Rock, AR","St. Petersburg, FL",2039.16,366,21.51
2022-05-15,"Little Rock, AR","Greensboro, NC",1975.97,119,26.14
2020-03-12,"Jersey City, NJ","Miami, FL",2079.01,911,25.68
2020-01-04,"Anaheim, CA","Shreveport, LA",2997.36,266,26.89
2020-10-13,"Plano, TX","Las Vegas, NV",2673.79,685,39.36
2023-02-28,"Mission Viejo, CA","Baton Rouge, LA",2975.17,60,25.12
2021-05-05,"Jersey City, NJ","McAllen, TX",724.13,677,8.25
2022-09-07,"Detroit, MI","Round Lake Beach, IL",1032.82,633,10.71
2023-11-01,"Syracuse, NY","Killeen, TX",4014.83,768,51.46
2021-09-08,"El Paso, TX","Manhattan, NY",3759.72,959,38.34
2023-02-27,"Harrisburg, PA","Memphis, TN",184.85,784,1.84
2022-07-26,"Akron, OH","Lincoln, NE",3450.94,881,36.81
2020-01-13,"Killeen, TX","Laredo, TX",4700.52,507,57.11
2022-01-07,"Atlanta, GA","Eugene, OR",3203.34,754,46.64
2020-03-18,"New Haven, CT","Charleston, SC",879.35,759,12.37
2021-10-09,"Augusta, GA","Sacramento, CA",1490.99,86,19.38
2022-11-01,"Newark, NJ","Lafayette, LA",2717.62,699,29.27
2022-11-30,"Reno, NV","Tucson, AZ",618.0,233,5.97
2021-08-06,"Tucson, AZ","Buffalo, NY",1780.52,550,18.2
2021-11-02,"Asheville, NC","Chandler, AZ",2691.39,590,22.96
2020-08-22,"Tulsa, OK","Pittsburgh, PA",743.32,802,6.81
2020-07-18,"Mobile, AL","Cincinnati, OH",2508.29,686,27.08
2020-01-24,"Memphis, TN","Boston, MA",992.66,423,9.52
2021-01-23,"Cape Coral, FL","Pensacola, FL",4785.04,606,57.7
2022-08-31,"Los Angeles, CA","Houston, TX",4233.12,364,40.97
2021-09-22,"Louisville, KY","Fayetteville, NC",763.11,225,6.49
2021-01-23,"Allentown, PA","Long Beach, CA",1804.06,588,16.75
2023-03-14,"Garland, TX","Las Vegas, NV",3237.84,815,30.97
2023-02-21,"Aguadilla, PR","Fort Worth, TX",2556.05,392,23.82
2022-12-15,"Antioch, CA","Dayton, OH",2329.21,333,27.9
2022-05-01,"Oakland, CA","Miami, FL",4977.45,911,71.82
2020-12-15,"Victorville, CA","Lafayette, LA",1531.31,584,18.13
2023-09-22,"Greenville, SC","Grand Rapids, MI",4567.39,979,72.85
2021-09-19,"Cleveland, OH","Fort Collins, CO",1191.47,567,10.3
2023-03-15,"Scranton, PA","Pensacola, FL",4689.81,983,68.46
2023-01-10,"Peoria, IL","Fayetteville, AR",3260.34,99,47.49
2022-05-09,"Knoxville, TN","Antioch, CA",3447.65,367,29.19
2021-04-11,"Rockford, IL","Milwaukee, WI",1148.61,51,14.52
2020-11-11,"Plano, TX","Grand Rapids, MI",3051.83,676,48.63
2023-05-25,"Scranton, PA","Omaha, NE",1482.55,544,19.3
2020-10-26,"Akron, OH","Denton, TX",2678.4,866,30.75
2022-08-05,"Indio, CA","Long Beach, CA",1817.08,391,29.7
2020-01-26,"Arlington, TX","Bridgeport, CT",2518.98,302,39.11
2022-04-22,"Modesto, CA","Austin, TX",2342.65,290,25.84
2021-11-12,"Fresno, CA","Riverside, CA",3513.93,99,42.37
2022-08-23,"Omaha, NE","San Juan, PR",471.11,333,4.25
2021-08-13,"Salt Lake City, UT","Mission Viejo, CA",1534.37,189,19.9
2020-12-06,"Bakersfield, CA","Raleigh, NC",3045.68,283,27.91
2023-01-02,"Springfield, MO","Springfield, MA",1194.56,597,15.12
2022-06-18,"Chandler, AZ","Lexington, KY",1045.86,216,17.39
2023-09-22,"Gulfport, MS","Jersey City, NJ",220.86,296,2.78
2023-02-19,"Lexington, KY","Greensboro, NC",4691.96,235,58.2
2021-02-01,"Denver, CO","Akron, OH",4235.45,919,42.76
2022-07-22,"Mission Viejo, CA","Rochester, NY",3759.21,474,36.63
2023-08-11,"Birmingham, AL","Toledo, OH",3039.67,538,28.72
2022-09-01,"Raleigh, NC","New Haven, CT",2904.15,917,29.24
2020-08-11,"Sacramento, CA","Lexington, KY",3821.19,205,44.39
2022-04-24,"Long Beach, CA","Arlington, VA",1764.63,459,20.47
2020-08-28,"Garland, TX","Manhattan, NY",2663.89,368,32.28
2022-10-15,"Fayetteville, NC","Brooklyn, NY",4704.73,281,49.55
2021-02-06,"Fargo, ND","Springfield, MO",4177.0,431,46.46
2021-06-15,"Tulsa, OK","Gilbert, AZ",917.76,728,8.95
2021-08-13,"Canton, OH","Fort Collins, CO",4411.77,877,42.54
2022-04-08,"Palm Bay, FL","Columbus, OH",1328.02,563,15.34
2023-06-02,"Glendale, AZ","Anaheim, CA",763.0,572,6.46
2021-07-06,"Hartford, CT","Myrtle Beach, SC",2003.09,170,19.37
2020-02-19,"Fresno, CA","Gilbert, AZ",2010.71,337,28.46
2023-03-31,"Bronx, NY","Colorado Springs, CO",3306.6,69,41.82
2023-09-19,"Santa Rosa, CA","Bremerton, WA",1967.04,905,30.21
2021-08-28,"Allentown, PA","Huntsville, AL",452.39,206,5.87
2023-04-30,"Los Angeles, CA","Harrisburg, PA",3145.44,978,40.69
2023-10-12,"Myrtle Beach, SC","South Bend, IN",710.16,918,6.81
2020-11-26,"Enterprise, NV","Modesto, CA",807.1,864,7.38
2021-06-19,"Toledo, OH","Myrtle Beach, SC",3807.56,707,37.75
2023-02-01,"Appleton, WI","Rock Hill, SC",601.56,683,5.2
2021-07-19,"Rockford, IL","Antioch, CA",4740.24,59,39.54
2021-05-30,"Fort Worth, TX","Rockford, IL",1174.93,733,13.73
2020-01-04,"Grand Rapids, MI","Lakeland, FL",1727.17,973,20.7
2023-11-22,"Oklahoma City, OK","Canton, OH",2803.31,653,46.04
2024-01-27,"Fremont, CA","Oklahoma City, OK",1711.92,763,25.65
2023-12-26,"Canton, OH","Norfolk, VA",1803.31,934,15.62
2022-11-22,"Enterprise, NV","Lancaster, PA",4114.78,540,39.88
2020-01-28,"Riverside, CA","North Las Vegas, NV",1684.06,446,20.57
2023-12-16,"Kissimmee, FL","Fayetteville, AR",700.58,500,10.04
2020-03-29,"Los Angeles, CA","St. Paul, MN",776.45,663,8.59
2022-11-29,"Seattle, WA","Fremont, CA",2215.44,487,34.93
2023-06-16,"Raleigh, NC","Fresno, CA",3942.18,521,34.86
2023-07-13,"Buffalo, NY","Virginia Beach, VA",4979.14,324,53.28
2020-05-12,"Columbus, GA","Winter Haven, FL",4050.45,939,65.11
2020-10-08,"Chicago, IL","Plano, TX",1759.82,172,16.94
2022-05-10,"Modesto, CA","Appleton, WI",4048.36,862,35.26
2021-05-06,"Detroit, MI","Kissimmee, FL",4346.31,696,39.04
2021-06-14,"Henderson, NV","San Diego, CA",3143.08,866,28.9
2022-11-19,"Scranton, PA","Hialeah, FL",4337.99,322,37.35
2022-07-31,"Albuquerque, NM","Grand Rapids, MI",636.89,149,9.2
2021-08-03,"Plano, TX","Pensacola, FL",1207.9,104,10.96
2023-09-16,"Albuquerque, NM","Manhattan, NY",3089.43,270,49.89
2022-01-25,"Pensacola, FL","Brownsville, TX",2317.39,626,19.35
2021-07-04,"Hialeah, FL","Atlanta, GA",4836.67,255,42.42
2021-10-14,"Syracuse, NY","Ogden, UT",4094.05,430,38.23
2022-12-11,"Lansing, MI","Augusta, GA",2868.48,149,24.93
