date,from_city,to_city,distance_km,load_kg,delivery_time_hr
2022-05-31,"Green Bay, WI","Sacramento, CA",1735.94,843,20.95
2020-02-02,"Youngstown, OH","Wilmington, NC",206.97,340,2.05
2020-11-02,"Worcester, MA","Providence, RI",4557.5,855,57.33
2022-06-08,"San Francisco, CA","Nashville, TN",402.78,111,4.63
2021-06-27,"Newark, NJ","Honolulu, HI",3056.79,636,29.27
2023-05-16,"Bremerton, WA","Jacksonville, FL",174.81,263,2.76
2020-01-25,"Winston-Salem, NC","Reading, PA",3460.15,655,45.13
2024-02-04,"St. Louis, MO","Providence, RI",1052.7,639,16.71
2023-02-06,"Salt Lake City, UT","Staten Island, NY",3981.38,951,50.03
2020-04-25,"Houston, TX","Kennewick, WA",139.02,902,1.33
2020-06-21,"Augusta, GA","Provo, UT",1799.67,808,24.52
2021-07-19,"Grand Rapids, MI","Durham, NC",2608.44,126,31.16
2024-01-21,"Fort Wayne, IN","Columbus, GA",4599.67,292,50.15
2021-06-02,"Enterprise, NV","Fort Collins, CO",2316.05,319,20.8
2021-01-24,"Kissimmee, FL","Dallas, TX",4432.28,883,60.91
2021-02-24,"Reading, PA","Arlington, VA",4246.27,283,53.22
2023-08-22,"Eugene, OR","Chesapeake, VA",4914.88,375,48.74
2023-11-01,"Garland, TX","Tampa, FL",2579.52,239,32.51
2022-08-31,"Oakland, CA","Huntsville, AL",4580.22,146,67.58
2020-01-23,"Kissimmee, FL","St. Paul, MN",3848.11,710,36.04
2022-07-22,"Spokane, WA","Garland, TX",2525.08,502,21.54
2020-01-15,"Colorado Springs, CO","Davenport, IA",2586.99,537,22.83
2020-02-27,"Cincinnati, OH","Cleveland, OH",4412.54,404,64.41
2021-05-30,"Antioch, CA","Spokane, WA",3000.98,782,45.92
2020-06-12,"Bonita Springs, FL","North Las Vegas, NV",2193.16,69,23.75
2024-02-03,"Fargo, ND","York, PA",3359.62,334,34.14
2023-12-26,"Fayetteville, NC","Tallahassee, FL",1516.13,552,14.83
2021-07-02,"Norfolk, VA","Plano, TX",3131.17,884,30.05
2022-01-08,"Irvine, CA","Chattanooga, TN",3115.59,640,34.8
2020-08-23,"Canton, OH","Phoenix, AZ",3759.65,768,45.47
2023-04-08,"Lansing, MI","Laredo, TX",3955.21,568,47.26
2023-11-08,"Mesa, AZ","Bonita Springs, FL",1178.97,144,15.08
2023-11-28,"Oakland, CA","Round Lake Beach, IL",4237.96,878,52.44
2023-03-31,"Riverside, CA","Bakersfield, CA",3558.33,367,30.91
2021-07-28,"Columbus, GA","Irving, TX",1900.16,284,26.93
2023-03-05,"Bridgeport, CT","Antioch, CA",1829.36,355,27.58
2023-04-30,"Augusta, GA","Phoenix, AZ",1448.05,290,15.0
2021-07-31,"Brownsville, TX","Mobile, AL",3083.64,482,26.42
2021-12-19,"Enterprise, NV","Columbus, GA",2887.88,637,31.35
2020-09-06,"Bakersfield, CA","Fort Worth, TX",201.31,646,3.08
2023-11-15,"Brooklyn, NY","Baton Rouge, LA",216.1,535,2.55
2021-08-28,"Aurora, CO","Charleston, SC",3342.89,847,48.12
2021-06-24,"Riverside, CA","Oakland, CA",3545.65,858,35.77
2021-03-10,"Bonita Springs, FL","Louisville, KY",3187.19,721,52.81
2022-02-22,"Gulfport, MS","Gilbert, AZ",2889.12,961,26.34
2021-02-15,"Mission Viejo, CA","Tucson, AZ",4970.83,720,77.47
2022-01-17,"Asheville, NC","Toledo, OH",4826.25,702,59.54
2022-10-17,"Rockford, IL","Jacksonville, FL",3749.81,87,54.63
2021-06-14,"Virginia Beach, VA","Irving, TX",1420.04,805,15.29
2021-01-22,"Boise, ID","Kissimmee, FL",1302.97,299,11.56
2020-10-26,"Allentown, PA","Corpus Christi, TX",2344.11,826,27.08
2021-03-10,"Detroit, MI","Appleton, WI",1147.58,379,14.37
2022-01-23,"Davenport, IA","Honolulu, HI",3993.25,639,46.74
2021-04-18,"Newark, NJ","New Orleans, LA",3440.17,689,39.77
2020-07-15,"Lafayette, LA","Boise, ID",518.43,59,6.16
2023-07-30,"Omaha, NE","Denton, TX",3301.09,196,31.08
2022-06-04,"Tulsa, OK","Raleigh, NC",3718.66,477,53.69
2021-10-04,"Aguadilla, PR","Tampa, FL",2758.36,577,29.02
2021-11-05,"Pensacola, FL","Los Angeles, CA",2460.79,255,27.58
2023-10-12,"Henderson, NV","Huntsville, AL",4538.99,806,46.22
2021-12-27,"Concord, CA","New York, NY",2444.12,834,33.31
2023-08-06,"Lafayette, LA","Fort Collins, CO",2221.88,279,33.84
2021-05-07,"Greensboro, NC","Palm Bay, FL",2241.39,628,36.47
2022-06-24,"Asheville, NC","Newark, NJ",2665.39,824,32.77
2023-03-13,"Savannah, GA","Irvine, CA",3984.33,424,50.72
2022-06-29,"Austin, TX","South Bend, IN",102.45,1000,1.11
2023-12-16,"Virginia Beach, VA","Aurora, CO",4697.42,707,47.52
2020-10-03,"Denver, CO","Knoxville, TN",628.05,203,6.07
2021-11-29,"Minneapolis, MN","San Juan, PR",4451.77,359,50.2
2023-11-19,"Wichita, KS","Bakersfield, CA",949.48,316,8.71
2020-06-30,"Riverside, CA","Omaha, NE",4529.82,901,39.65
2020-06-08,"Fargo, ND","Irvine, CA",4641.57,145,58.72
2021-08-23,"Fayetteville, NC","San Francisco, CA",2809.82,345,39.84
2022-04-20,"Bonita Springs, FL","Trenton, NJ",615.08,185,5.46
2020-05-05,"Kissimmee, FL","Tampa, FL",3265.02,524,31.24
2022-07-16,"Glendale, AZ","Baton Rouge, LA",3724.29,890,50.52
2023-10-08,"Flint, MI","Atlanta, GA",363.02,139,3.4
2023-01-20,"Boise, ID","Boston, MA",519.56,699,5.62
2021-06-02,"Bronx, NY","Rochester, NY",344.5,697,3.29
2020-12-21,"Durham, NC","Chandler, AZ",4832.18,905,53.03
2020-09-09,"Miami, FL","Brooklyn, NY",2402.18,392,20.97
2021-10-19,"Toledo, OH","McAllen, TX",4629.9,240,60.04
2022-09-11,"Austin, TX","Augusta, GA",3656.75,355,47.83
2023-08-30,"Enterprise, NV","Davenport, IA",4328.13,145,39.45
2020-12-29,"Chicago, IL","Bremerton, WA",3461.34,985,41.22
2022-04-12,"Victorville, CA","St. Paul, MN",4016.32,537,46.11
2020-09-23,"Madison, WI","Staten Island, NY",709.73,204,8.51
2022-05-04,"Asheville, NC","Myrtle Beach, SC",297.72,679,3.5
2020-12-22,"Las Vegas, NV","Dayton, OH",795.26,777,8.69
2021-03-24,"Santa Rosa, CA","Louisville, KY",4686.53,257,39.39
2022-03-07,"Springfield, MO","Indio, CA",2909.84,311,30.22
2020-05-05,"Jersey City, NJ","Boston, MA",2899.21,796,33.51
2022-01-20,"Providence, RI","Round Lake Beach, IL",2223.43,194,31.72
2022-02-14,"Lakeland, FL","Lexington, KY",2649.74,707,25.8
2020-08-07,"Raleigh, NC","St. Louis, MO",366.43,940,5.53
2022-10-22,"Antioch, CA","Fremont, CA",4259.21,256,43.53
2021-11-16,"Grand Rapids, MI","Nashville, TN",2239.5,980,34.92
2023-01-02,"Atlanta, GA","Nashua, NH",999.81,244,12.18
2022-06-16,"Fort Collins, CO","Santa Ana, CA",4515.81,174,40.03
2023-02-01,"Poughkeepsie, NY","Nashville, TN",2708.68,364,33.77
2024-02-04,"San Francisco, CA","Fayetteville, AR",682.25,154,6.04
2023-01-05,"Minneapolis, MN","Hialeah, FL",827.8,144,8.79
2020-05-04,"Buffalo, NY","Worcester, MA",2177.66,777,25.7
2021-12-28,"Santa Clarita, CA","Santa Ana, CA",1188.03,244,11.39
2022-02-22,"Orlando, FL","Mobile, AL",2772.44,645,31.68
2020-03-11,"Santa Rosa, CA","Canton, OH",4175.9,559,37.3
2023-03-18,"Savannah, GA","Enterprise, NV",3262.41,659,29.85
2023-03-26,"Worcester, MA","Bridgeport, CT",4408.3,369,40.89
2023-01-12,"San Antonio, TX","Worcester, MA",2496.67,991,31.8
2020-12-20,"Anaheim, CA","Green Bay, WI",3220.41,615,51.55
2023-01-06,"Orlando, FL","Santa Rosa, CA",4656.96,503,40.33
2023-01-02,"Springfield, MO","Denver, CO",2951.16,476,26.14
2021-06-01,"New Haven, CT","Arlington, VA",688.82,272,8.53
2022-05-20,"Augusta, GA","Mission Viejo, CA",1169.37,479,17.33
2022-08-19,"Albuquerque, NM","Corpus Christi, TX",3641.38,984,39.7
2023-10-22,"Long Beach, CA","Cincinnati, OH",2226.94,334,18.76
2020-01-19,"Houston, TX","Scottsdale, AZ",2149.22,764,21.13
2023-03-25,"Ogden, UT","Scottsdale, AZ",117.04,912,1.27
2023-04-12,"Springfield, MA","Denver, CO",3916.92,270,42.4
2023-07-12,"Boston, MA","Gulfport, MS",2256.77,366,30.7
2022-06-02,"Lubbock, TX","Oklahoma City, OK",930.67,588,7.99
2023-05-08,"Nashua, NH","Green Bay, WI",4000.94,148,63.31
2021-01-24,"Virginia Beach, VA","Bremerton, WA",862.44,484,10.42
2020-09-29,"Indianapolis, IN","Brooklyn, NY",2808.37,145,33.23
2021-02-01,"Concord, CA","Rock Hill, SC",331.4,446,3.6
2021-06-08,"Mission Viejo, CA","Knoxville, TN",3164.13,168,36.02
2020-04-13,"Appleton, WI","Mission Viejo, CA",2554.29,550,21.35
2024-01-08,"Brooklyn, NY","Irvine, CA",4102.5,525,38.06
2021-03-23,"Anchorage, AK","Myrtle Beach, SC",3852.83,921,61.8
2023-02-06,"Allentown, PA","Tampa, FL",1950.95,490,19.13
2021-11-10,"Memphis, TN","Atlanta, GA",2861.45,323,29.49
2021-08-10,"Flint, MI","San Francisco, CA",2360.79,693,30.98
2021-08-19,"Garland, TX","St. Petersburg, FL",848.48,272,13.67
2021-02-25,"Dallas, TX","Appleton, WI",813.5,988,8.39
2020-06-02,"San Diego, CA","Killeen, TX",743.12,294,9.36
2023-01-15,"Minneapolis, MN","Round Lake Beach, IL",1276.79,126,14.83
2020-10-12,"Huntsville, AL","St. Petersburg, FL",2663.53,158,31.44
2021-01-16,"Lafayette, LA","Seattle, WA",518.17,774,4.71
2022-11-21,"Salt Lake City, UT","St. Paul, MN",2618.2,169,26.25
2022-09-02,"Chesapeake, VA","Aurora, CO",2196.4,263,24.19
2024-01-08,"Ogden, UT","St. Louis, MO",1017.36,101,12.83
2023-02-17,"Miami, FL","Seattle, WA",1676.93,75,17.19
2023-08-31,"Portland, OR","San Antonio, TX",254.75,757,2.78
2021-11-12,"Birmingham, AL","Garland, TX",182.62,163,1.58
2021-03-04,"Fort Wayne, IN","Antioch, CA",2160.18,500,25.35
2020-11-02,"Irvine, CA","Fremont, CA",2756.69,123,26.95
2022-11-29,"San Juan, PR","Norfolk, VA",2097.84,417,17.72
2022-02-03,"Anaheim, CA","Anchorage, AK",784.76,954,7.82
2022-09-17,"Nashua, NH","St. Petersburg, FL",3601.54,309,38.82
2023-06-09,"York, PA","Ogden, UT",680.3,528,6.99
2023-10-03,"Green Bay, WI","Gulfport, MS",137.36,660,2.02
2023-10-19,"New Orleans, LA","San Jose, CA",4029.11,653,34.45
2024-01-10,"Allentown, PA","Washington, DC",4732.5,721,57.28
2023-04-03,"Kennewick, WA","Cleveland, OH",170.24,80,2.75
2020-01-31,"Winston-Salem, NC","Phoenix, AZ",2555.76,486,35.81
2021-01-03,"New York, NY","Springfield, MO",2470.45,286,20.84
2021-09-03,"El Paso, TX","Fort Wayne, IN",1335.72,930,20.47
2021-07-22,"Shreveport, LA","Indio, CA",3230.97,407,39.58
2023-04-15,"Ogden, UT","Boise, ID",715.32,615,9.52
2020-06-27,"St. Louis, MO","Green Bay, WI",2528.09,127,22.48
2021-05-03,"Fayetteville, AR","Las Vegas, NV",2828.46,523,42.71
2020-04-27,"Stockton, CA","Springfield, MA",3304.39,451,28.85
2022-08-10,"Montgomery, AL","Winston-Salem, NC",4746.13,213,40.33
2023-11-17,"Des Moines, IA","Charlotte, NC",3286.87,680,28.88
2020-10-20,"Arlington, TX","Henderson, NV",236.35,598,2.73
2022-04-25,"Savannah, GA","San Juan, PR",338.83,398,5.22
2021-09-05,"Garland, TX","Tucson, AZ",4145.41,470,38.26
2021-07-28,"Concord, NC","Austin, TX",2407.52,735,23.34
2021-10-23,"San Jose, CA","Corpus Christi, TX",1489.13,699,19.61
2022-03-22,"Rock Hill, SC","Concord, CA",3016.63,850,31.95
2023-10-24,"Shreveport, LA","Cincinnati, OH",2445.86,538,23.66
2024-01-19,"Mission Viejo, CA","Hartford, CT",1422.59,904,14.18
2020-02-04,"Oklahoma City, OK","Ann Arbor, MI",4905.05,716,41.35
2023-12-28,"Manhattan, NY","Scranton, PA",1963.15,239,25.71
2023-05-13,"Bridgeport, CT","Plano, TX",1469.64,388,17.28
2020-03-12,"Queens, NY","Jackson, MS",2426.6,385,27.52
2022-07-20,"Palm Bay, FL","Austin, TX",312.92,133,3.28
2020-06-25,"Las Vegas, NV","St. Petersburg, FL",2435.52,883,31.14
2023-07-10,"Staten Island, NY","Hartford, CT",522.4,292,5.29
2020-07-21,"Arlington, TX","Buffalo, NY",1350.9,256,11.93
2022-09-28,"El Paso, TX","Provo, UT",1758.26,213,15.41
2021-03-08,"San Jose, CA","Columbus, OH",2615.85,58,36.9
2020-01-23,"Atlanta, GA","Worcester, MA",1623.83,567,20.7
2021-08-05,"Milwaukee, WI","Norfolk, VA",2358.88,377,20.66
2021-07-30,"Aurora, CO","Santa Clarita, CA",2643.85,774,31.9
2021-04-09,"Bonita Springs, FL","Boston, MA",1189.33,425,14.85
2022-09-11,"Columbia, SC","St. Louis, MO",983.71,199,11.52
2022-08-24,"Irvine, CA","Fort Collins, CO",4094.35,118,46.32
2021-07-25,"Chicago, IL","St. Paul, MN",2020.82,765,18.75
2022-07-01,"Gulfport, MS","Minneapolis, MN",1671.14,929,14.58
2020-11-27,"Portland, OR","Rock Hill, SC",3769.91,741,36.58
2020-10-13,"Reno, NV","Lakeland, FL",3884.59,232,37.16
2022-12-01,"Scranton, PA","Memphis, TN",4520.74,653,69.95
2022-03-14,"Boston, MA","Corpus Christi, TX",3453.21,559,35.88
2021-09-01,"San Antonio, TX","Jackson, MS",1671.29,106,22.83
2021-01-08,"Rock Hill, SC","Grand Rapids, MI",874.85,986,8.95
2023-04-12,"Bakersfield, CA","Richmond, VA",2539.29,321,39.45
2022-06-15,"Savannah, GA","Virginia Beach, VA",3358.88,666,38.13
2022-08-05,"Madison, WI","Mesa, AZ",2725.26,705,25.36
2020-02-03,"Omaha, NE","Columbus, OH",4285.16,244,44.26
2021-11-02,"Chesapeake, VA","Lancaster, PA",3409.28,279,31.61
2023-10-06,"Minneapolis, MN","San Diego, CA",4877.83,995,45.02
2020-11-01,"Buffalo, NY","Oxnard, CA",2292.0,195,22.51
2021-02-06,"Columbia, SC","Garland, TX",1397.07,796,12.87
2022-06-18,"Chattanooga, TN","Knoxville, TN",577.41,821,6.63
2021-04-20,"Honolulu, HI","Omaha, NE",2337.07,270,29.19
2020-05-04,"Fremont, CA","Santa Clarita, CA",3450.72,278,34.62
2022-04-22,"Corpus Christi, TX","Syracuse, NY",2346.41,351,28.57
2022-05-22,"Cincinnati, OH","Richmond, VA",150.81,704,2.1
2022-08-16,"Brownsville, TX","Cleveland, OH",1865.08,668,20.27
2022-01-07,"Raleigh, NC","Brooklyn, NY",109.97,427,0.96
2021-05-21,"Bremerton, WA","Stockton, CA",4567.6,253,50.11
2021-06-10,"Chicago, IL","Louisville, KY",2449.86,613,28.41
2023-01-25,"Ann Arbor, MI","Jackson, MS",1587.63,283,16.13
2021-11-03,"Salem, OR","Anaheim, CA",4145.31,696,49.82
2023-06-06,"Columbus, OH","Davenport, IA",168.86,68,2.6
2022-08-27,"Fort Collins, CO","Sacramento, CA",393.93,163,4.15
2020-07-11,"Santa Clarita, CA","Portland, OR",4371.48,297,56.58
2021-06-11,"Tucson, AZ","Plano, TX",1224.0,952,12.72
2022-07-18,"Aurora, CO","Brooklyn, NY",2492.32,187,34.97
2021-10-05,"Charlotte, NC","Henderson, NV",3631.0,538,37.57
2021-09-22,"Victorville, CA","Trenton, NJ",4274.47,879,42.2
2022-09-21,"Kissimmee, FL","Irvine, CA",942.84,927,9.98
2020-05-12,"Myrtle Beach, SC","Davenport, IA",2607.85,336,23.92
2022-10-13,"Augusta, GA","Chicago, IL",3992.61,740,50.38
2020-05-04,"Columbia, SC","Jersey City, NJ",1170.54,761,16.29
2023-06-30,"El Paso, TX","Bakersfield, CA",1642.8,463,26.93
2021-01-01,"New York, NY","San Juan, PR",4665.83,943,41.24
2020-07-26,"Minneapolis, MN","Appleton, WI",2012.39,297,17.66
2023-01-30,"Portland, OR","Cape Coral, FL",4564.8,208,43.56
2022-07-06,"Deltona, FL","Columbus, GA",2925.19,391,43.79
2021-07-05,"Modesto, CA","Baltimore, MD",3685.09,132,53.03
2020-07-17,"Atlanta, GA","Chandler, AZ",4767.29,790,47.43
2021-12-27,"Riverside, CA","Bakersfield, CA",4638.61,553,49.35
2023-03-24,"Raleigh, NC","St. Paul, MN",3517.74,180,40.69
2021-10-31,"Myrtle Beach, SC","York, PA",2141.9,677,23.5
2020-12-07,"Knoxville, TN","McAllen, TX",429.59,738,3.63
2023-11-26,"North Las Vegas, NV","Canton, OH",1032.46,203,9.11
2023-07-02,"Lincoln, NE","Mission Viejo, CA",2900.67,335,40.73
2020-04-03,"Queens, NY","Miami, FL",1451.68,145,18.18
2022-04-21,"McAllen, TX","Winston-Salem, NC",3663.72,898,33.63
2023-04-07,"Cincinnati, OH","Santa Clarita, CA",4329.34,649,63.88
2020-02-08,"Youngstown, OH","Denton, TX",391.51,675,5.23
2022-10-08,"Mission Viejo, CA","Baltimore, MD",4112.29,191,55.94
2021-10-24,"Salem, OR","Indio, CA",1888.33,780,17.91
2023-11-21,"Lexington, KY","Albany, NY",319.02,688,4.62
2024-02-08,"Garland, TX","Winter Haven, FL",1762.19,942,15.96
2020-11-21,"Baltimore, MD","Lansing, MI",977.87,919,8.39
2022-08-10,"Irving, TX","Anchorage, AK",3000.94,390,27.28
2020-12-19,"Denton, TX","Rochester, NY",2948.96,257,25.83
2020-02-01,"Manhattan, NY","Wilmington, NC",726.08,951,8.01
2020-11-14,"Fresno, CA","Baton Rouge, LA",4168.51,113,42.11
2021-09-02,"Deltona, FL","Jersey City, NJ",1689.98,404,14.64
2024-01-08,"Flint, MI","Fort Worth, TX",164.17,796,2.56
2022-11-13,"San Diego, CA","Chandler, AZ",859.55,770,10.35
2023-04-29,"San Juan, PR","Gulfport, MS",1061.94,653,10.82
2023-09-01,"Rochester, NY","Palm Bay, FL",1817.69,648,17.08
2023-11-26,"Honolulu, HI","Round Lake Beach, IL",889.18,236,11.14
2021-10-26,"San Antonio, TX","Minneapolis, MN",565.87,560,8.07
2021-08-01,"Provo, UT","Spokane, WA",2927.51,301,36.72
2021-06-29,"Santa Ana, CA","Provo, UT",1982.48,117,18.79
2023-05-18,"Flint, MI","St. Petersburg, FL",709.46,260,7.55
2022-08-24,"Minneapolis, MN","Springfield, MA",4207.36,401,41.76
2021-02-16,"Colorado Springs, CO","Reading, PA",4130.29,194,45.33
2023-01-04,"Nashville, TN","Springfield, MO",1974.01,143,24.49
2022-09-27,"Harrisburg, PA","St. Louis, MO",159.89,774,1.86
2023-05-22,"Bakersfield, CA","Brooklyn, NY",3398.6,401,55.59
2021-04-30,"Richmond, VA","Gilbert, AZ",3880.38,256,36.76
2020-08-25,"Hialeah, FL","Fort Worth, TX",616.52,916,6.34
2020-11-26,"Birmingham, AL","South Bend, IN",4906.05,223,47.64
2022-08-08,"Winston-Salem, NC","Lubbock, TX",2121.75,315,20.65
2023-05-14,"Tulsa, OK","Modesto, CA",2419.34,520,25.78
2021-10-23,"Bakersfield, CA","Oakland, CA",177.87,710,1.54
2023-10-14,"Irving, TX","Houston, TX",897.72,461,14.69
2021-06-05,"Scranton, PA","Riverside, CA",443.83,975,6.54
2021-11-10,"South Bend, IN","Fort Worth, TX",4911.4,574,69.41
2020-03-21,"Harrisburg, PA","Toledo, OH",2168.87,788,24.78
2023-11-20,"Denver, CO","Scottsdale, AZ",4763.15,526,45.07
2020-12-21,"Queens, NY","Stockton, CA",3993.62,713,44.51
2022-11-18,"Hialeah, FL","Wichita, KS",4233.3,499,36.45
2020-03-16,"Atlanta, GA","Lubbock, TX",2995.55,512,43.37
2021-10-26,"Baton Rouge, LA","Irving, TX",2035.79,890,17.0
2021-02-23,"Fort Collins, CO","Garland, TX",2249.62,136,19.09
2021-03-26,"Provo, UT","Los Angeles, CA",849.76,882,13.92
2023-02-18,"Fort Worth, TX","Lexington, KY",4544.24,834,51.98
2021-10-26,"Santa Rosa, CA","Grand Rapids, MI",250.84,196,2.14
2022-05-13,"Portland, OR","Norfolk, VA",869.93,945,10.09
2020-01-06,"Las Vegas, NV","Provo, UT",599.64,782,6.16
2020-12-20,"South Bend, IN","Springfield, MA",4493.23,673,44.66
2020-06-06,"Dayton, OH","Peoria, IL",4266.39,705,67.84
2023-05-10,"Santa Clarita, CA","Washington, DC",4961.84,546,64.77
2023-03-14,"Charlotte, NC","Salem, OR",4099.35,589,35.92
2023-02-04,"Greenville, SC","Albuquerque, NM",1625.48,284,14.6
2023-04-22,"Long Beach, CA","Arlington, VA",1358.96,698,11.52
2021-05-24,"Norfolk, VA","Kennewick, WA",3710.99,820,31.54
2021-09-14,"Ogden, UT","Los Angeles, CA",4152.67,627,34.74
2023-10-22,"Glendale, AZ","San Francisco, CA",1856.59,317,22.6
2022-12-12,"Shreveport, LA","Plano, TX",3763.02,749,42.11
2021-04-06,"Long Beach, CA","Birmingham, AL",3782.7,351,36.01
2023-06-23,"Lexington, KY","Antioch, CA",1106.7,168,9.89
2021-03-12,"Fremont, CA","Harrisburg, PA",2991.35,478,40.6
2023-09-17,"Gilbert, AZ","Green Bay, WI",4539.16,921,39.84
2022-10-20,"St. Petersburg, FL","Little Rock, AR",4130.66,796,35.9
2021-11-02,"Brooklyn, NY","Anaheim, CA",2034.99,766,17.73
2024-02-02,"Bonita Springs, FL","Mission Viejo, CA",3278.08,490,41.58
2020-07-30,"Laredo, TX","Queens, NY",327.38,887,3.04
2023-01-27,"Washington, DC","Antioch, CA",2585.24,769,27.16
2021-06-18,"Riverside, CA","Denver, CO",3024.05,413,39.77
2021-08-01,"Phoenix, AZ","Youngstown, OH",3686.66,902,34.8
2023-06-03,"Concord, NC","Worcester, MA",1104.75,445,10.18
2020-10-09,"Charlotte, NC","Washington, DC",1837.01,973,19.48
2023-04-06,"Stockton, CA","Davenport, IA",536.99,231,4.92
2020-06-06,"Jacksonville, FL","Round Lake Beach, IL",1019.34,777,9.08
2022-07-09,"Los Angeles, CA","Tampa, FL",2609.4,463,24.59
2020-09-22,"Arlington, VA","Augusta, GA",1876.41,770,17.88
2022-08-30,"Stockton, CA","Flint, MI",3064.36,832,39.86
2023-05-02,"Buffalo, NY","Pittsburgh, PA",2337.77,192,20.42
2021-06-07,"Round Lake Beach, IL","Myrtle Beach, SC",2863.18,73,24.87
2021-05-12,"Brooklyn, NY","Bronx, NY",3342.21,437,37.83
2023-02-05,"Plano, TX","Lincoln, NE",4689.74,795,41.51
2020-03-12,"Provo, UT","Trenton, NJ",857.13,855,8.59
2020-07-17,"Fort Wayne, IN","Minneapolis, MN",4149.06,843,41.23
2020-06-19,"Bronx, NY","Phoenix, AZ",537.66,208,4.6
2021-01-26,"San Jose, CA","Honolulu, HI",2514.65,595,32.1
2021-08-29,"Lafayette, LA","Bronx, NY",4150.24,539,55.88
2020-10-13,"Flint, MI","Mission Viejo, CA",760.6,54,12.44
2022-11-11,"Bakersfield, CA","Santa Clarita, CA",1807.75,339,17.22
2021-10-02,"Stockton, CA","Worcester, MA",1133.54,796,13.32
2022-12-01,"Deltona, FL","Tallahassee, FL",1629.88,451,17.25
2023-07-09,"Las Vegas, NV","Virginia Beach, VA",1441.1,294,16.53
2023-03-16,"Albany, NY","Victorville, CA",2348.43,404,36.61
2021-09-01,"Oklahoma City, OK","Philadelphia, PA",1607.85,158,19.36
2020-10-07,"Los Angeles, CA","Akron, OH",2324.77,73,36.47
2022-09-13,"Pensacola, FL","Trenton, NJ",871.45,373,7.35
2023-02-14,"Shreveport, LA","Kissimmee, FL",4057.59,516,43.25
2020-11-19,"Corpus Christi, TX","Tallahassee, FL",926.77,544,12.6
2020-10-03,"Tulsa, OK","Oxnard, CA",4300.97,559,49.0
2023-11-07,"Garland, TX","Killeen, TX",2454.91,116,29.65
2021-07-24,"Tulsa, OK","Des Moines, IA",2910.13,641,38.55
2022-03-04,"Fargo, ND","Portland, OR",1347.37,763,20.95
2023-04-17,"Stockton, CA","Fort Collins, CO",3782.72,381,32.86
2022-01-25,"Bonita Springs, FL","Ogden, UT",3082.37,297,27.46
2024-01-23,"Boston, MA","St. Petersburg, FL",3642.06,60,36.13
2023-07-19,"Phoenix, AZ","Mission Viejo, CA",133.31,487,1.68
2022-05-26,"Henderson, NV","Reno, NV",4549.98,987,44.73
2023-03-01,"McAllen, TX","Canton, OH",3698.07,498,51.86
2022-09-08,"Fort Collins, CO","Akron, OH",3944.37,349,33.17
2024-02-05,"Knoxville, TN","Des Moines, IA",4489.95,335,48.78
2022-12-10,"Fayetteville, NC","Huntsville, AL",3899.29,946,35.33
2022-12-03,"Washington, DC","Detroit, MI",3610.92,378,31.2
2022-11-16,"Scranton, PA","Anchorage, AK",196.04,87,1.77
2023-05-06,"Green Bay, WI","Anchorage, AK",658.98,302,10.48
2022-02-13,"Denton, TX","Louisville, KY",168.61,520,2.08
2020-11-02,"Harrisburg, PA","Chicago, IL",3357.96,650,40.25
2022-06-24,"New York, NY","Victorville, CA",262.88,702,3.57
2022-07-28,"Bremerton, WA","Buffalo, NY",1550.36,365,20.35
2022-09-24,"Hartford, CT","Rockford, IL",2248.18,504,22.36
2022-06-06,"Colorado Springs, CO","Concord, CA",1904.29,811,27.72
2021-05-28,"Peoria, IL","Washington, DC",4116.33,559,36.98
2022-01-02,"Los Angeles, CA","Killeen, TX",4189.37,814,64.35
2021-06-09,"Killeen, TX","Greensboro, NC",349.92,163,5.44
2022-05-29,"Mobile, AL","Glendale, AZ",3237.12,288,42.41
2021-02-09,"Lexington, KY","Wichita, KS",3217.63,386,43.94
2023-10-23,"Charleston, SC","Reading, PA",124.1,515,1.27
2020-10-24,"Columbus, OH","Harrisburg, PA",4152.65,495,35.18
2020-10-17,"Portland, OR","Hialeah, FL",957.84,291,14.0
2022-10-10,"Kennewick, WA","Seattle, WA",2665.77,466,23.01
2021-05-24,"Indio, CA","Jackson, MS",1771.45,237,15.21
2022-09-04,"Rochester, NY","Lubbock, TX",2281.21,807,27.3
2020-07-10,"Rockford, IL","Oxnard, CA",1932.24,811,17.86
2021-09-17,"Oxnard, CA","Raleigh, NC",2907.54,761,29.13
2023-06-03,"Appleton, WI","Salem, OR",2676.84,85,38.8
2022-12-19,"Jersey City, NJ","Brownsville, TX",4818.0,283,47.54
2022-12-10,"Ogden, UT","Fort Worth, TX",1611.35,861,23.96
2020-11-16,"San Diego, CA","Syracuse, NY",264.63,506,3.1
2023-06-13,"Fremont, CA","North Las Vegas, NV",1818.77,782,22.76
2021-11-28,"Miami, FL","Bakersfield, CA",3815.83,448,44.69
2020-02-26,"Davenport, IA","Indio, CA",1166.92,759,12.12
2022-12-11,"Anaheim, CA","Orlando, FL",4714.22,427,50.04
2023-09-25,"Arlington, TX","Wilmington, NC",1863.84,88,17.9
2020-01-28,"Fayetteville, NC","Savannah, GA",3559.95,476,30.48
2021-08-29,"Indio, CA","Shreveport, LA",3659.85,159,49.06
2022-06-16,"Salem, OR","Santa Ana, CA",3444.65,283,34.06
2020-07-02,"Nashville, TN","Tucson, AZ",1374.2,797,18.59
2023-02-22,"Brownsville, TX","Ogden, UT",1001.3,297,11.56
